epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
451,638.234,0.34064,0.22921,0.8418,0.98634,0.9865,0.99418,0.95382,0.29449,0.1988,0.7871,0.000181703,0.000181703,0.000181703
452,639.699,0.35781,0.2394,0.85148,0.98635,0.98644,0.99422,0.95369,0.28721,0.2008,0.78637,0.000178402,0.000178402,0.000178402
453,641.092,0.36428,0.23134,0.84038,0.98594,0.98459,0.99414,0.95509,0.28717,0.1953,0.78633,0.000175102,0.000175102,0.000175102
454,642.565,0.3441,0.23533,0.84221,0.99017,0.9769,0.99414,0.95309,0.28912,0.19591,0.78603,0.000171801,0.000171801,0.000171801
455,643.972,0.34988,0.26346,0.84141,0.97532,0.98835,0.994,0.95388,0.28297,0.1944,0.7861,0.0001685,0.0001685,0.0001685
456,645.37,0.3466,0.23693,0.8461,0.97482,0.98835,0.99396,0.95444,0.28288,0.19711,0.78676,0.0001652,0.0001652,0.0001652
457,646.756,0.38171,0.2545,0.85536,0.97559,0.98835,0.994,0.9554,0.28509,0.19705,0.78662,0.000161899,0.000161899,0.000161899
458,648.297,0.34006,0.22944,0.84064,0.98579,0.97707,0.99397,0.95385,0.28647,0.19733,0.78692,0.000158598,0.000158598,0.000158598
459,649.685,0.35889,0.2501,0.83342,0.98634,0.97965,0.99408,0.95643,0.2863,0.19867,0.78742,0.000155298,0.000155298,0.000155298
460,651.17,0.34086,0.23279,0.83635,0.98543,0.97707,0.9937,0.95626,0.28301,0.19914,0.78633,0.000151997,0.000151997,0.000151997
461,652.557,0.35761,0.24647,0.83597,0.9842,0.97707,0.99362,0.95462,0.27971,0.20036,0.78551,0.000148696,0.000148696,0.000148696
462,653.96,0.35077,0.23645,0.84384,0.98353,0.97707,0.99355,0.95866,0.27973,0.19773,0.78524,0.000145396,0.000145396,0.000145396
463,655.413,0.36277,0.24668,0.84708,0.98287,0.98083,0.99347,0.95664,0.27927,0.19681,0.78512,0.000142095,0.000142095,0.000142095
464,656.806,0.36911,0.26495,0.85307,0.9856,0.97707,0.9934,0.95476,0.28033,0.19871,0.78578,0.000138794,0.000138794,0.000138794
465,658.272,0.37744,0.24301,0.85094,0.97767,0.97707,0.99338,0.95623,0.28151,0.1986,0.78556,0.000135494,0.000135494,0.000135494
466,659.659,0.35696,0.22929,0.83722,0.98252,0.97707,0.99351,0.95706,0.28059,0.19708,0.78545,0.000132193,0.000132193,0.000132193
467,661.058,0.35039,0.22627,0.83847,0.98373,0.97707,0.9934,0.95587,0.27953,0.19648,0.78566,0.000128892,0.000128892,0.000128892
468,662.465,0.33929,0.22268,0.84052,0.97902,0.97707,0.99325,0.95742,0.27871,0.19524,0.78552,0.000125592,0.000125592,0.000125592
469,663.857,0.34244,0.23149,0.83521,0.97834,0.97707,0.99322,0.95674,0.27936,0.19451,0.78544,0.000122291,0.000122291,0.000122291
470,665.246,0.36957,0.23533,0.83535,0.97916,0.97808,0.99318,0.95757,0.27736,0.19018,0.78437,0.00011899,0.00011899,0.00011899
471,666.641,0.35092,0.23385,0.83993,0.98582,0.97707,0.99323,0.95431,0.28018,0.19193,0.78459,0.00011569,0.00011569,0.00011569
472,668.119,0.35636,0.24745,0.83708,0.97965,0.97331,0.99298,0.95728,0.28019,0.19673,0.7845,0.000112389,0.000112389,0.000112389
473,669.501,0.35703,0.23748,0.85166,0.98657,0.98024,0.99333,0.95729,0.27966,0.19362,0.78472,0.000109088,0.000109088,0.000109088
474,670.882,0.36433,0.24008,0.85073,0.98354,0.97707,0.9934,0.95491,0.28066,0.19247,0.785,0.000105788,0.000105788,0.000105788
475,672.278,0.3765,0.24497,0.84109,0.98268,0.98083,0.99347,0.9567,0.28094,0.19369,0.78556,0.000102487,0.000102487,0.000102487
476,673.676,0.34599,0.22782,0.83323,0.98193,0.98083,0.9934,0.95802,0.27559,0.19527,0.78458,9.91865e-05,9.91865e-05,9.91865e-05
477,675.058,0.33168,0.22687,0.83174,0.98104,0.98083,0.9934,0.95773,0.2756,0.19318,0.78432,9.58858e-05,9.58858e-05,9.58858e-05
478,676.444,0.3555,0.22316,0.84303,0.97739,0.97707,0.99302,0.95867,0.27607,0.19222,0.78434,9.25852e-05,9.25852e-05,9.25852e-05
479,677.902,0.33415,0.23504,0.84407,0.98292,0.98266,0.99333,0.95951,0.27348,0.19249,0.784,8.92845e-05,8.92845e-05,8.92845e-05
480,679.368,0.34169,0.22678,0.83323,0.98178,0.98083,0.99344,0.95768,0.27512,0.1924,0.78428,8.59839e-05,8.59839e-05,8.59839e-05
481,680.752,0.33878,0.22547,0.82702,0.98477,0.98459,0.99365,0.958,0.27361,0.18855,0.78377,8.26832e-05,8.26832e-05,8.26832e-05
482,682.131,0.33647,0.22792,0.8502,0.9868,0.98459,0.99372,0.96015,0.26944,0.18985,0.78281,7.93825e-05,7.93825e-05,7.93825e-05
483,683.589,0.33238,0.23548,0.83183,0.98304,0.98083,0.9933,0.96178,0.26209,0.18667,0.7821,7.60819e-05,7.60819e-05,7.60819e-05
484,685.055,0.32569,0.22686,0.83862,0.98331,0.98083,0.99329,0.96316,0.25656,0.18303,0.78121,7.27812e-05,7.27812e-05,7.27812e-05
485,686.505,0.33704,0.23124,0.84926,0.98344,0.98083,0.99316,0.96454,0.25825,0.18437,0.7811,6.94806e-05,6.94806e-05,6.94806e-05
486,687.963,0.33483,0.22104,0.84296,0.98393,0.98083,0.99336,0.962,0.25821,0.18234,0.7809,6.61799e-05,6.61799e-05,6.61799e-05
487,689.444,0.32627,0.22494,0.83943,0.98432,0.98083,0.9934,0.96174,0.25732,0.18372,0.78086,6.28792e-05,6.28792e-05,6.28792e-05
488,690.846,0.35085,0.23154,0.83698,0.98863,0.98036,0.99353,0.96181,0.25983,0.18202,0.7813,5.95786e-05,5.95786e-05,5.95786e-05
489,692.236,0.33161,0.22292,0.82276,0.98763,0.97707,0.99364,0.95944,0.26309,0.18382,0.78183,5.62779e-05,5.62779e-05,5.62779e-05
490,693.634,0.33462,0.22196,0.8172,0.98378,0.98083,0.99367,0.95901,0.26597,0.18638,0.782,5.29773e-05,5.29773e-05,5.29773e-05
491,695.387,0.3571,0.2325,0.81921,0.98198,0.98083,0.99361,0.95564,0.26784,0.18866,0.78212,4.96766e-05,4.96766e-05,4.96766e-05
492,696.796,0.36002,0.22499,0.81558,0.98402,0.97707,0.99347,0.9585,0.26975,0.18696,0.7831,4.63759e-05,4.63759e-05,4.63759e-05
493,698.276,0.339,0.25937,0.797,0.98619,0.97983,0.99347,0.95968,0.27236,0.18728,0.78385,4.30753e-05,4.30753e-05,4.30753e-05
494,699.656,0.33678,0.21885,0.78783,0.98618,0.97905,0.99347,0.95906,0.27654,0.18953,0.7846,3.97746e-05,3.97746e-05,3.97746e-05
495,701.036,0.33886,0.21578,0.79065,0.98582,0.97707,0.99351,0.95776,0.278,0.19125,0.78502,3.6474e-05,3.6474e-05,3.6474e-05
496,702.432,0.3387,0.21795,0.80619,0.98931,0.97331,0.99355,0.95778,0.27895,0.19055,0.78536,3.31733e-05,3.31733e-05,3.31733e-05
497,703.816,0.34086,0.21524,0.79664,0.98979,0.9695,0.99362,0.95708,0.27858,0.19102,0.78545,2.98726e-05,2.98726e-05,2.98726e-05
498,705.196,0.33223,0.20338,0.81253,0.98982,0.96919,0.99354,0.95931,0.27808,0.19007,0.78566,2.6572e-05,2.6572e-05,2.6572e-05
499,706.584,0.34358,0.21673,0.80276,0.98985,0.96915,0.99357,0.95883,0.27999,0.19004,0.78576,2.32713e-05,2.32713e-05,2.32713e-05
500,708.056,0.34062,0.21822,0.80588,0.98982,0.96923,0.99351,0.95741,0.28159,0.19069,0.78657,1.99707e-05,1.99707e-05,1.99707e-05
